chinese,pinyin,english_def,ch_tag,eng_tag
如,rú,thus; like; as,禮佛懺悔,88Bud
來,lái,come; future,禮佛懺悔,88Bud
應,yīng,worthy,禮佛懺悔,88Bud
供,gòng,offerings; offer,禮佛懺悔,88Bud
正,zhèng,proper; right; correct,禮佛懺悔,88Bud
遍,biàn,universal; everywhere,禮佛懺悔,88Bud
知,zhī,know; knowledge,禮佛懺悔,88Bud
行,xíng,conduct; practice; travel,禮佛懺悔,88Bud
足,zú,perfect; sufficient,禮佛懺悔,88Bud
善,shàn,skillful; wholesome; good,禮佛懺悔,88Bud
逝,shì,leaving; departed,禮佛懺悔,88Bud
世,shì,world,禮佛懺悔,88Bud
間,jiān,world (mundane); between,禮佛懺悔,88Bud
解,jiě,liberation; understand,禮佛懺悔,88Bud
上,shàng,unsurpassed; supreme; above,禮佛懺悔,88Bud
士,shì,knights; scholar,禮佛懺悔,88Bud
調,tiáo,taming; regulate,禮佛懺悔,88Bud
御,yù,taming; control,禮佛懺悔,88Bud
丈,zhàng,hero (in 丈夫),禮佛懺悔,88Bud
夫,fū,hero,禮佛懺悔,88Bud
天,tiān,gods; heaven; deva,禮佛懺悔,88Bud
人,rén,people; men; human,禮佛懺悔,88Bud
師,shī,teacher,禮佛懺悔,88Bud
普,pǔ,universal; everywhere,禮佛懺悔,88Bud
淨,jìng,pure; purified,禮佛懺悔,88Bud
香,xiāng,fragrance; incense,禮佛懺悔,88Bud
幢,chuáng,banner,禮佛懺悔,88Bud
歡,huān,happiness; joy,禮佛懺悔,88Bud
藏,zàng,treasury; store,禮佛懺悔,88Bud
寶,bǎo,precious; jewelled,禮佛懺悔,88Bud
積,jī,accumulation,禮佛懺悔,88Bud
樂,lè,delight; joy; bliss,禮佛懺悔,88Bud
見,jiàn,see; view; delusion,禮佛懺悔,88Bud
精,jīng,vigor; essential,禮佛懺悔,88Bud
進,jìn,vigor; advance; progress,禮佛懺悔,88Bud
燈,dēng,lamp; lamps; light,禮佛懺悔,88Bud
慧,huì,wisdom,禮佛懺悔,88Bud
炬,jù,torches; torch,禮佛懺悔,88Bud
照,zhào,shining; illuminate,禮佛懺悔,88Bud
海,hǎi,sea; ocean,禮佛懺悔,88Bud
德,dé,virtue; merit,禮佛懺悔,88Bud
金,jīn,golden; vajra,禮佛懺悔,88Bud
剛,gāng,vajra; firm; diamond,禮佛懺悔,88Bud
牢,láo,firm; strong,禮佛懺悔,88Bud
強,qiáng,firm; strong; strength,禮佛懺悔,88Bud
散,sàn,shedding; scatter,禮佛懺悔,88Bud
勇,yǒng,courage; courageous,禮佛懺悔,88Bud
猛,měng,courage; fierce,禮佛懺悔,88Bud
力,lì,strength; power,禮佛懺悔,88Bud
王,wáng,king,禮佛懺悔,88Bud
窟,kū,cave,禮佛懺悔,88Bud
莊,zhuāng,adorned,禮佛懺悔,88Bud
勝,shèng,victory; victorious; supreme,禮佛懺悔,88Bud
首,shǒu,leader; head,禮佛懺悔,88Bud
意,yì,mind; intention,禮佛懺悔,88Bud
廣,guǎng,vast; wide; widely,禮佛懺悔,88Bud
華,huā,flowers; flower,禮佛懺悔,88Bud
蓋,gài,canopy; covering,禮佛懺悔,88Bud
在,zài,mastery (in 自在); dwell; present,禮佛懺悔,88Bud
現,xiàn,appearing; manifest; present,禮佛懺悔,88Bud
色,sè,form; color,禮佛懺悔,88Bud
身,shēn,body; bodies,禮佛懺悔,88Bud
不,bù,un-; not,禮佛懺悔,88Bud
動,dòng,unmoving; moving,禮佛懺悔,88Bud
智,zhì,wisdom; knowledge,禮佛懺悔,88Bud
降,xiáng,subduing; subdue,禮佛懺悔,88Bud
伏,fú,subduing; subdue,禮佛懺悔,88Bud
魔,mó,demon; māra,禮佛懺悔,88Bud
才,cái,gifted; talent,禮佛懺悔,88Bud
仙,xiān,immortal,禮佛懺悔,88Bud
寂,jí,stilled; silence,禮佛懺悔,88Bud
月,yuè,moon,禮佛懺悔,88Bud
音,yīn,sound; voice,禮佛懺悔,88Bud
妙,miào,wonderful; wondrous; subtle,禮佛懺悔,88Bud
龍,lóng,dragon,禮佛懺悔,88Bud
種,zhǒng,kind; seed; species,禮佛懺悔,88Bud
日,rì,sun,禮佛懺悔,88Bud
珠,zhū,pearl; jewel,禮佛懺悔,88Bud
子,zǐ,lion's (in 師子); son,禮佛懺悔,88Bud
吼,hǒu,roar,禮佛懺悔,88Bud
常,cháng,eternal; always,禮佛懺悔,88Bud
觀,guān,contemplate; observe,禮佛懺悔,88Bud
威,wēi,awesome; majesty,禮佛懺悔,88Bud
殊,shū,rare; special,禮佛懺悔,88Bud
量,liàng,measure; immeasurable; infinite,禮佛懺悔,88Bud
聲,shēng,sound; voice,禮佛懺悔,88Bud
山,shān,mountain,禮佛懺悔,88Bud
通,tōng,penetrations; mastery,禮佛懺悔,88Bud
滿,mǎn,replete; full,禮佛懺悔,88Bud
壞,huài,indestructible (in 不壞); destroy,禮佛懺悔,88Bud
軍,jūn,army,禮佛懺悔,88Bud
火,huǒ,fire,禮佛懺悔,88Bud
愚,yú,delusion; foolish,禮佛懺悔,88Bud
垢,gòu,defilement; impurity,禮佛懺悔,88Bud
離,lí,apart from; leave,禮佛懺悔,88Bud
施,shī,giving; give; bestow,禮佛懺悔,88Bud
清,qīng,pure; purity,禮佛懺悔,88Bud
水,shuǐ,water,禮佛懺悔,88Bud
堅,jiān,firm; solid,禮佛懺悔,88Bud
功,gōng,merit,禮佛懺悔,88Bud
掬,jū,handful,禮佛懺悔,88Bud
憂,yōu,worry; sorrow,禮佛懺悔,88Bud
蓮,lián,lotus,禮佛懺悔,88Bud
遊,yóu,roaming; traveling,禮佛懺悔,88Bud
戲,xì,play; sport,禮佛懺悔,88Bud
神,shén,spiritual; divine,禮佛懺悔,88Bud
財,cái,wealth; wealthy,禮佛懺悔,88Bud
念,niàn,mindfulness; thought; mindful,禮佛懺悔,88Bud
名,míng,name; renown; named,禮佛懺悔,88Bud
稱,chēng,renown; name; praise,禮佛懺悔,88Bud
紅,hóng,red,禮佛懺悔,88Bud
燄,yàn,blazing; flame,禮佛懺悔,88Bud
帝,dì,imperial; sovereign,禮佛懺悔,88Bud
步,bù,travel; step; walking,禮佛懺悔,88Bud
鬬,dòu,battle,禮佛懺悔,88Bud
戰,zhàn,battle; war,禮佛懺悔,88Bud
周,zhōu,encompassing; complete,禮佛懺悔,88Bud
帀,zā,encompassing,禮佛懺悔,88Bud
住,zhù,dwell; abide,禮佛懺悔,88Bud
樹,shù,tree,禮佛懺悔,88Bud
是,shì,is; thus; so,禮佛懺悔,88Bud
當,dāng,should; may; ought,禮佛懺悔,88Bud
我,wǒ,I; me,禮佛懺悔,88Bud
若,ruò,whether; if,禮佛懺悔,88Bud
此,cǐ,this,禮佛懺悔,88Bud
前,qián,former; before,禮佛懺悔,88Bud
從,cóng,from; throughout,禮佛懺悔,88Bud
始,shǐ,beginning,禮佛懺悔,88Bud
死,sǐ,death; die,禮佛懺悔,88Bud
所,suǒ,that which; place,禮佛懺悔,88Bud
作,zuò,done; commit; make,禮佛懺悔,88Bud
罪,zuì,offenses; sins,禮佛懺悔,88Bud
教,jiào,told; teach; instruct,禮佛懺悔,88Bud
他,tā,others; another,禮佛懺悔,88Bud
隨,suí,compliantly; follow,禮佛懺悔,88Bud
塔,tǎ,stupa; pagoda,禮佛懺悔,88Bud
四,sì,four,禮佛懺悔,88Bud
物,wù,things; possessions,禮佛懺悔,88Bud
取,qǔ,take; grasp,禮佛懺悔,88Bud
五,wǔ,five,禮佛懺悔,88Bud
道,dào,way; path; evil (in 惡道),禮佛懺悔,88Bud
障,zhàng,obstruction; hindrance,禮佛懺悔,88Bud
或,huò,whether; or,禮佛懺悔,88Bud
有,yǒu,have; existence; some,禮佛懺悔,88Bud
覆,fù,hidden; cover,禮佛懺悔,88Bud
墮,duò,falling; fall,禮佛懺悔,88Bud
地,dì,hells (in 地獄); land; earth,禮佛懺悔,88Bud
獄,yù,hells; prison,禮佛懺悔,88Bud
餓,è,hungry,禮佛懺悔,88Bud
鬼,guǐ,ghost,禮佛懺悔,88Bud
畜,chù,animal,禮佛懺悔,88Bud
餘,yú,other; remaining; remainder,禮佛懺悔,88Bud
惡,è,evil; bad,禮佛懺悔,88Bud
趣,qù,destiny; realm,禮佛懺悔,88Bud
邊,biān,boundless; border,禮佛懺悔,88Bud
下,xià,lowly; below,禮佛懺悔,88Bud
賤,jiàn,lowly; inferior,禮佛懺悔,88Bud
及,jí,and; also; reach,禮佛懺悔,88Bud
處,chù,place; dwelling,禮佛懺悔,88Bud
今,jīn,now; present,禮佛懺悔,88Bud
皆,jiē,all; entirely,禮佛懺悔,88Bud
證,zhèng,certify; prove,禮佛懺悔,88Bud
憶,yì,mindful; remember,禮佛懺悔,88Bud
復,fù,further; again; transformed,禮佛懺悔,88Bud
於,yú,before; in; at (particle),禮佛懺悔,88Bud
言,yán,words; speak,禮佛懺悔,88Bud
曾,céng,have; once; ever,禮佛懺悔,88Bud
布,bù,giving (in 布施),禮佛懺悔,88Bud
守,shǒu,guarding; uphold,禮佛懺悔,88Bud
戒,jiè,precepts,禮佛懺悔,88Bud
乃,nǎi,simply; even unto,禮佛懺悔,88Bud
與,yǔ,give; and; with,禮佛懺悔,88Bud
摶,tuán,morsel; lump,禮佛懺悔,88Bud
之,zhī,of (particle),禮佛懺悔,88Bud
食,shí,food,禮佛懺悔,88Bud
修,xiū,cultivating; practice,禮佛懺悔,88Bud
根,"gēn,",roots,禮佛懺悔,88Bud
成,chéng,accomplish; become,禮佛懺悔,88Bud
就,jiù,accomplishment; attain,禮佛懺悔,88Bud
合,hé,accumulated; combine,禮佛懺悔,88Bud
集,jí,accumulated; gather,禮佛懺悔,88Bud
校,jiào,reckoned; calculate,禮佛懺悔,88Bud
計,jì,reckoned; calculate,禮佛懺悔,88Bud
籌,chóu,reckoned; plan,禮佛懺悔,88Bud
悉,xī,entirely; completely; all,禮佛懺悔,88Bud
迴,huí,transfer; turn around,禮佛懺悔,88Bud
向,xiàng,toward; transfer to,禮佛懺悔,88Bud
三,sān,three; sam- (phonetic),禮佛懺悔,88Bud
過,guò,past; surpass,禮佛懺悔,88Bud
去,qù,past; go,禮佛懺悔,88Bud
未,wèi,future; not yet,禮佛懺悔,88Bud
亦,yì,also,禮佛懺悔,88Bud
福,fú,blessings; merit,禮佛懺悔,88Bud
請,qǐng,request; beseech; invite,禮佛懺悔,88Bud
願,yuàn,vow; wish,禮佛懺悔,88Bud
最,zuì,supreme; foremost; most,禮佛懺悔,88Bud
中,zhōng,amid; middle; within,禮佛懺悔,88Bud
語,yǔ,mouth; speech; language,禮佛懺悔,88Bud
剎,chà,lands; kshetra,禮佛懺悔,88Bud
塵,chén,dust; motes,禮佛懺悔,88Bud
數,shù,number; as many as,禮佛懺悔,88Bud
各,gè,each,禮佛懺悔,88Bud
會,huì,assembly; host,禮佛懺悔,88Bud
然,rán,so; thus; indeed,禮佛懺悔,88Bud
深,shēn,deeply; deep; profound,禮佛懺悔,88Bud
信,xìn,believe; faith,禮佛懺悔,88Bud
充,chōng,filled; full,禮佛懺悔,88Bud
出,chū,let fall; put forth,禮佛懺悔,88Bud
辭,cí,phrases; words,禮佛懺悔,88Bud
劫,jié,kalpas; eons,禮佛懺悔,88Bud
讚,zàn,praise,禮佛懺悔,88Bud
甚,shèn,wide; very; deep,禮佛懺悔,88Bud
鬘,mán,garlands,禮佛懺悔,88Bud
伎,jì,music; performance,禮佛懺悔,88Bud
塗,tú,perfumes; anoint,禮佛懺悔,88Bud
傘,sǎn,parasols; umbrella,禮佛懺悔,88Bud
具,jù,complete; equipped,禮佛懺悔,88Bud
養,yǎng,offer; nourish,禮佛懺悔,88Bud
衣,yī,clothing,禮佛懺悔,88Bud
服,fú,clothing,禮佛懺悔,88Bud
末,mò,powdered,禮佛懺悔,88Bud
燒,shāo,burning; burn,禮佛懺悔,88Bud
燭,zhú,candles,禮佛懺悔,88Bud
高,gāo,high; lofty,禮佛懺悔,88Bud
聚,jù,heaped; gathered,禮佛懺悔,88Bud
昔,xī,past; formerly,禮佛懺悔,88Bud
造,zào,created; done; made,禮佛懺悔,88Bud
業,yè,deeds; karma,禮佛懺悔,88Bud
由,yóu,based on; from,禮佛懺悔,88Bud
貪,tān,greed,禮佛懺悔,88Bud
瞋,chēn,anger; hatred,禮佛懺悔,88Bud
癡,chī,delusion; ignorance,禮佛懺悔,88Bud
二,èr,two,禮佛懺悔,88Bud
乘,shèng,vehicles,禮佛懺悔,88Bud
學,xué,study; learner,禮佛懺悔,88Bud
初,chū,first; beginning,禮佛懺悔,88Bud
者,zhě,those who; one who,禮佛懺悔,88Bud
勸,quàn,request; exhort,禮佛懺悔,88Bud
轉,zhuǎn,turn; revolve,禮佛懺悔,88Bud
輪,lún,wheel,禮佛懺悔,88Bud
欲,yù,wish; desire,禮佛懺悔,88Bud
示,shì,show; manifest,禮佛懺悔,88Bud
誠,chéng,sincerity; sincere,禮佛懺悔,88Bud
而,ér,and; with (particle),禮佛懺悔,88Bud
唯,wéi,only; yes; may,禮佛懺悔,88Bud
久,jiǔ,long; forever,禮佛懺悔,88Bud
利,lì,benefit,禮佛懺悔,88Bud
將,jiāng,shall,禮佛懺悔,88Bud
真,zhēn,True,禮佛懺悔,88Bud
性,xìng,nature,禮佛懺悔,88Bud
諦,dì,truths,禮佛懺悔,88Bud
融,róng,fused; harmonize,禮佛懺悔,88Bud
印,yìn,impress; seal,禮佛懺悔,88Bud
口,kǒu,mouth,禮佛懺悔,88Bud
惑,huò,delusions; confusion,禮佛懺悔,88Bud
彈,tán,false accusations; slander,禮佛懺悔,88Bud
謗,bàng,false accusations; slander,禮佛懺悔,88Bud
消,xiāo,eliminate; extinguish,禮佛懺悔,88Bud
滅,miè,extinguished; annihilate,禮佛懺悔,88Bud
度,dù,cross over; liberate; degree,禮佛懺悔,88Bud
退,tuì,irreversibility; retreat,禮佛懺悔,88Bud
煩,fán,afflictions (in 煩惱),禮佛懺悔,88Bud
惱,nǎo,afflictions (in 煩惱),禮佛懺悔,88Bud
南無,nā mó,Namo; homage to,禮佛懺悔,88Bud
栴檀,zhān tán,chandana; sandalwood,禮佛懺悔,88Bud
摩尼,mó ní,mani; jewel,禮佛懺悔,88Bud
彌勒,mí lè,Maitreya,禮佛懺悔,88Bud
琉璃,liú lí,lapis lazuli,禮佛懺悔,88Bud
師子,shī zǐ,lion,禮佛懺悔,88Bud
須彌,xū mí,Sumeru,禮佛懺悔,88Bud
娑羅,suō luó,sala (tree),禮佛懺悔,88Bud
涅槃,niè pán,nirvana,禮佛懺悔,88Bud
菩薩,pú sà,Bodhisattva,禮佛懺悔,88Bud
菩提,pú tí,bodhi; enlightenment,禮佛懺悔,88Bud
僧伽,sēng qié,Sangha,禮佛懺悔,88Bud
三昧,sān mèi,samadhi,禮佛懺悔,88Bud
懺悔,chàn huǐ,repent and reform,禮佛懺悔,88Bud
大慈,dà cí,greatly kind; great kindness,禮佛懺悔,88Bud
大悲,dà bēi,greatly compassionate; great compassion,禮佛懺悔,88Bud
眾生,zhòng shēng,living beings,禮佛懺悔,88Bud
大喜,dà xǐ,great joyous giving,禮佛懺悔,88Bud
大捨,dà shě,great relinquishing,禮佛懺悔,88Bud
相好,xiàng hǎo,hallmarks and fine characteristics,禮佛懺悔,88Bud
光明,guāng míng,light; radiance,禮佛懺悔,88Bud
歸命,guī mìng,return life; take refuge,禮佛懺悔,88Bud
至心,zhì xīn,utmost sincerity,禮佛懺悔,88Bud
皈依,guī yī,take refuge,禮佛懺悔,88Bud
十方,shí fāng,ten directions,禮佛懺悔,88Bud
虛空,xū kōng,empty space,禮佛懺悔,88Bud
一切,yī qiè,all; every,禮佛懺悔,88Bud
如來,rú lái,Thus Come One; Tathāgata,禮佛懺悔,88Bud
應供,yīng gòng,Worthy of Offerings; Arhat,禮佛懺悔,88Bud
善逝,shàn shì,Skillful in Leaving; Sugata,禮佛懺悔,88Bud
世尊,shì zūn,World Honored One,禮佛懺悔,88Bud
金剛,jīn gāng,vajra; diamond,禮佛懺悔,88Bud
精進,jīng jìn,vigor; diligence,禮佛懺悔,88Bud
功德,gōng dé,merit and virtue,禮佛懺悔,88Bud
莊嚴,zhuāng yán,adornments; adorned,禮佛懺悔,88Bud
自在,zì zài,self-mastery; ease,禮佛懺悔,88Bud
法界,fǎ jiè,Dharma Realm,禮佛懺悔,88Bud
供養,gòng yǎng,offerings; make offerings,禮佛懺悔,88Bud
迴向,huí xiàng,transference; transfer merit,禮佛懺悔,88Bud
隨喜,suí xǐ,compliantly rejoice,禮佛懺悔,88Bud
善根,shàn gēn,good roots,禮佛懺悔,88Bud
布施,bù shī,giving; dāna,禮佛懺悔,88Bud
清淨,qīng jìng,pure; purity,禮佛懺悔,88Bud
生死,shēng sǐ,births and deaths; saṃsāra,禮佛懺悔,88Bud
罪障,zuì zhàng,obstructing offenses,禮佛懺悔,88Bud
地獄,dì yù,hells,禮佛懺悔,88Bud
餓鬼,è guǐ,hungry ghosts,禮佛懺悔,88Bud
畜生,chù shēng,animals,禮佛懺悔,88Bud
惡趣,è qù,evil destinies,禮佛懺悔,88Bud
覆藏,fù cáng,hidden; concealed,禮佛懺悔,88Bud
無始,wú shǐ,beginningless; without beginning,禮佛懺悔,88Bud
無上,wú shàng,unsurpassed; supreme,禮佛懺悔,88Bud
佛道,fó dào,Buddha's Way,禮佛懺悔,88Bud
法輪,fǎ lún,Dharma Wheel,禮佛懺悔,88Bud
普賢,pǔ xián,Universal Worthy; Samantabhadra,禮佛懺悔,88Bud
無量,wú liàng,infinite; immeasurable,禮佛懺悔,88Bud
淨戒,jìng jiè,pure precepts,禮佛懺悔,88Bud
無間,wú jiàn,Avici; uninterrupted,禮佛懺悔,88Bud
不善,bù shàn,unwholesome; evil,禮佛懺悔,88Bud
業障,yè zhàng,karmic obstruction,禮佛懺悔,88Bud
煩惱,fán nǎo,afflictions; kleśa,禮佛懺悔,88Bud
二諦,èr dì,Two Truths,禮佛懺悔,88Bud
世界,shì jiè,worlds; realm,禮佛懺悔,88Bud
世間,shì jiān,world; mundane world,禮佛懺悔,88Bud
三世,sān shì,three periods of time,禮佛懺悔,88Bud
過去,guò qù,past,禮佛懺悔,88Bud
未來,wèi lái,future,禮佛懺悔,88Bud
現在,xiàn zài,present,禮佛懺悔,88Bud
含識,hán shí,conscious beings,禮佛懺悔,88Bud
勸請,quàn qǐng,request; beseech,禮佛懺悔,88Bud
憶念,yì niàn,mindful; remember,禮佛懺悔,88Bud
證知,zhèng zhī,certify; verify,禮佛懺悔,88Bud
智慧,zhì huì,wisdom,禮佛懺悔,88Bud
無盡,wú jìn,endless; inexhaustible,禮佛懺悔,88Bud
最勝,zuì shèng,supreme; foremost,禮佛懺悔,88Bud
充滿,chōng mǎn,filled; replete,禮佛懺悔,88Bud
惡業,è yè,evil deeds; evil karma,禮佛懺悔,88Bud
神通,shén tōng,spiritual power,禮佛懺悔,88Bud
二乘,èr shèng,Two Vehicles,禮佛懺悔,88Bud
有學,yǒu xué,learners,禮佛懺悔,88Bud
無學,wú xué,those past study,禮佛懺悔,88Bud
四方,sì fāng,four directions,禮佛懺悔,88Bud
見惑,jiàn huò,view delusions,禮佛懺悔,88Bud
彈謗,tán bàng,false accusations; slander,禮佛懺悔,88Bud
邊地,biān dì,border regions,禮佛懺悔,88Bud
下賤,xià jiàn,lowly life,禮佛懺悔,88Bud
華鬘,huā mán,flower garlands,禮佛懺悔,88Bud
塗香,tú xiāng,perfumes; ointment incense,禮佛懺悔,88Bud
傘蓋,sǎn gài,parasols and canopies,禮佛懺悔,88Bud
燈燭,dēng zhú,lamps and candles,禮佛懺悔,88Bud
燒香,shāo xiāng,burning incense,禮佛懺悔,88Bud
衣服,yī fú,clothing,禮佛懺悔,88Bud
淨行,jìng xíng,pure conduct,禮佛懺悔,88Bud
合集,hé jí,accumulated; gathered,禮佛懺悔,88Bud
校計,jiào jì,reckoned; calculated,禮佛懺悔,88Bud
籌量,chóu liáng,reckoned up; measured,禮佛懺悔,88Bud
天人,tiān rén,gods and people,禮佛懺悔,88Bud
廣大,guǎng dà,vast; great,禮佛懺悔,88Bud
剎塵,chà chén,motes of dust in lands,禮佛懺悔,88Bud
諸佛,zhū fó,all the Buddhas,禮佛懺悔,88Bud
賢聖,xián shèng,sages and worthies,禮佛懺悔,88Bud
僧物,sēng wù,Sangha belongings; Sangha property,禮佛懺悔,88Bud
常住,cháng zhù,dwell forever; permanent,禮佛懺悔,88Bud
所作,suǒ zuò,have done; that which is done,禮佛懺悔,88Bud
眾罪,zhòng zuì,offenses; many sins,禮佛懺悔,88Bud
所有,suǒ yǒu,all; that which exists,禮佛懺悔,88Bud
乃至,nǎi zhì,simply; even unto,禮佛懺悔,88Bud
成就,chéng jiù,accomplish; accomplishment,禮佛懺悔,88Bud
須曼那,xū màn nà,Sumana (phonetic),禮佛懺悔,88Bud
阿閦毗,ā chù pí,Akshobya (phonetic),禮佛懺悔,88Bud
娑留那,suō liú nà,Swo Lyu Na (phonetic),禮佛懺悔,88Bud
那羅延,nà luó yán,Narayana (phonetic),禮佛懺悔,88Bud
蔑戾車,miè lì chē,mleccha (phonetic),禮佛懺悔,88Bud
阿彌陀,ā mí tuó,Amita; Amitabha,禮佛懺悔,88Bud
正遍知,zhèng biàn zhī,Proper and Universal Knowledge,禮佛懺悔,88Bud
明行足,míng hèng zú,Perfect in Understanding and Conduct,禮佛懺悔,88Bud
世間解,shì jiān jiě,World-Understanding; Lokavid,禮佛懺悔,88Bud
無上士,wú shàng shì,Unsurpassed Knight,禮佛懺悔,88Bud
天人師,tiān rén shī,Teacher of Gods and People,禮佛懺悔,88Bud
貪瞋癡,tān chēn chī,"greed, anger, and delusion",禮佛懺悔,88Bud
身語意,shēn yǔ yì,"body, speech, and mind",禮佛懺悔,88Bud
五無間,wǔ wú jiàn,five Avici (offenses),禮佛懺悔,88Bud
佛世尊,fó shì zūn,"Buddha, World Honored One",禮佛懺悔,88Bud
無上智,wú shàng zhì,supreme wisdom,禮佛懺悔,88Bud
多摩羅跋,duō mó luó bá,Tamalapattra (phonetic),禮佛懺悔,88Bud
優曇缽羅,yōu tán bō luó,Udumbara (phonetic),禮佛懺悔,88Bud
釋迦牟尼,shì jiā móu ní,Shakyamuni,禮佛懺悔,88Bud
調御丈夫,tiáo yù zhàng fū,Taming Hero,禮佛懺悔,88Bud
阿彌陀佛,ā mí tuó fó,Amita Buddha; Amitabha Buddha,禮佛懺悔,88Bud
盡虛空界,jìn xū kōng jiè,to the ends of empty space,禮佛懺悔,88Bud
十不善道,shí bù shàn dào,ten evils; ten unwholesome paths,禮佛懺悔,88Bud
見作隨喜,jiàn zuò suí xǐ,condoning their being done,禮佛懺悔,88Bud
大慈大悲,dà cí dà bēi,greatly kind and compassionate,禮佛懺悔,88Bud
法界藏身,fǎ jiè cáng shēn,body as treasury of the Dharma Realm,禮佛懺悔,88Bud
大行普賢菩薩,dà hèng pǔ xián pú sà,Universal Worthy Bodhisattva of Great Conduct,禮佛懺悔,88Bud
阿耨多羅三藐三菩提,ā nòu duō luó sān miǎo sān pú tí,Anuttarasamyaksambodhi,禮佛懺悔,88Bud
